唯一标志,被引用次数,期刊等级,题名,doi,作者,作者单位,期刊,关键字,分类号,年,卷,期
zgzhlc201603009,0,"ISTIC,PKU",增强型体外反搏治疗进展性卒中对患者动脉血管的影响,10.3760/cma.j.issn.1008-6315.2016.03.009,肖剑伟[1];蔡旭[2];黄宗青[1];张志[1];周国强[1];,"[1]518000,广东省深圳市第四人民医院神经内科;[2]广东医学院附属福田医院香蜜湖风湿病分院风湿科;",中国综合临床,增强型体外反搏;进展性卒中;动脉血管;内皮功能;炎症因子;,,2016,32,3
lcwzwz201603007,0,"ISTIC,PKU",外伤性疝囊破裂致肠异位髂腰部腹壁皮下并破裂一例误诊分析,10.3969/j.issn.1002-3429.2016.03.006,陈钢;张剑宝;,,临床误诊误治,"肠;破裂;疝,腹股沟;误诊;软组织损伤;",R656.7,2016,29,3
zjlcyx201406024,0,"ISTIC,PKU",肾静脉肾素测定预测肾动脉狭窄介入治疗后血压变化价值的探讨,,贾楠[1];李晓波[2];何瑞青[3];初少莉[3];高平进[3];涂东雁[3];,"[1]518033深圳市第四人民医院,福田医院 心血管内科;[2]苏州大学附属第一医院心血管内科,215006;[3]上海交通大学医学院附属瑞金医院高血压科,200025;",浙江临床医学,,,2014,,6
lcykzz201502012,0,"ISTIC,PKU",前部缺血性视神经病变的不典型荧光素眼底血管造影表现,10.3969/j.issn.1006-8422.2015.02.009,祝芸芸;左炜;蔡晓华;王恒;周金文;利焕廉;,,临床眼科杂志,前部缺血性视神经病变;荧光素眼底血管造影;不典型表现;,,2015,,2
jkr201622056,3,"ISTIC,PKU",人性化护理对心血管内科住院患者生存质量及满意度的改善效果,,何晓芳;莫志芳;曾丽吟;,,中国当代医药,心血管内科;人性化护理;生存质量;护理满意度;,R473.5,2016,23,22
jkr201622056,3,"ISTIC,PKU",人性化护理对心血管内科住院患者生存质量及满意度的改善效果,,何晓芳;莫志芳;曾丽吟;,,中国当代医药,心血管内科;人性化护理;生存质量;护理满意度;,R473.5,2016,23,22
lcfsxzz201607005,1,"ISTIC,PKU",膀胱原发性淋巴瘤一例,,任冉;梁立华;赵均雄;冯晓荣;吴菊芳;,,临床放射学杂志,@@;,,2016,35,7
zgyydk201507054,1,"ISTIC,PKU",“低保”人员社康中心生殖健康普查妇科感染分布特征及相关护理研究#,,黄循新;廖婷;徐春涛;,,中国医药导刊,生殖道感染;分布特征;影响因素;护理措施;,R473,2015,,7
zlyx201504005,1,"ISTIC,PKU",咖啡酸苯乙酯对 HT-29细胞 FAK、ERK 及Caspase-3表达的影响,10.3969/j.issn.2095-1264.2015.04.05,梁路昌[1];王军[2];张艳敏[1];薛文[3];何葵[4];,[1]南华大学附属第一医院，湖南 衡阳，421001;[2]深圳市第三人民医院，广东 深圳，518000;[3]衡阳市中心医院，湖南 衡阳，421001;[4]深圳市福田区人民医院，广东 深圳，518000;,肿瘤药学,咖啡酸苯乙酯;黏着斑激酶;细胞外信号调节激酶;结肠癌;HT-29 细胞;,R735.35,2015,,4
ylbjqj201606065,2,"ISTIC,PKU",深圳市居民代谢综合征流行病学特征及相关危险因素调查,10.3969/j.issn.1674-4659.2016.06.0824,黄良玉;杨志娟;孙晓玲;,,临床医学工程,深圳市居民;代谢综合征;流行病学特征;危险因素;,R589,2016,23,6
lcyx201609037,1,"ISTIC,PKU",掌侧锁定接骨板治疗 C 型桡骨远端骨折的临床效果,,林奇生;王一民;曾瑞芬;黄醒中;张宏波;李中檀;罗福昌;,,临床医学,掌侧锁定接骨板;桡骨骨折;骨折固定术;,,2016,36,9
ylbjqj201405012,0,"ISTIC,PKU",瘦素对巨核细胞白血病细胞株M07e增殖及凋亡的影响,10.3969/j.issn.1674-4659.2014.05.0562,王晓燕[1];田文洪[1];蔡艳霞[1];赵友恒[1];杨仁池[2];,"[1]深圳市第四人民医院/福田人民医院血液科,广东深圳,518033;[2]中国医学科学院血液学研究所血液病医院,天津,300020;",临床医学工程,瘦素;Mo7e细胞;增殖分化;凋亡;,R329.2+8  R733.7,2014,,5
syyfyx201608014,0,"ISTIC,PKU",2014年深圳市福田区空巢老人抑郁孤独情绪状况及影响因素分析,10.3969/j.issn.1006-3110.2016.08.014,苏桦[1];张丹霞[2];董时广[3];刘娟[1];刘欣[1];,"[1]深圳市福田区人民医院八卦岭社康中心,广东深圳,518033;[2]深圳市福田区人民医院预防保健科;[3]深圳市福田区慢性病防治院金碧社康中心;",实用预防医学,空巢老人;抑郁;孤独;影响因素;,R320.65,2016,23,8
syyxzz201420067,5,"ISTIC,PKU",超声对早孕期胎儿肢体畸形的诊断价值,10.3969/j.issn.1006-5725.2014.20.062,王琳[1];程晓玲[1];曹晓焱[1];王小倩[1];孙志伟[1];张嘉杰[2];温伊莉[1];,"[1]518000,广东省深圳市福田区妇幼保健院超声科;[2]518000,广东省深圳市福田区慢性病防治院超声科;",实用医学杂志,,,2014,,20
gwyx-lcsw201415002,0,"ISTIC,PKU",结核病患者外周血和胸腔积液中多功能Th1细胞检测,10.3969/j.issn.1673-4130.2014.15.002,李美忠[1];邱振纲[1];孟令香[2];舒彬[3];邓群益[2];张明霞[1];,"[1]深圳市第三人民医院研究所,广东深圳,518112;[2]深圳市第三人民医院结核病科,广东深圳,518112;[3]深圳市福田区疾病预防控制中心实验室,广东深圳,518000;",国际检验医学杂志,结核;外周血单个核细胞;流式细胞术;,,2014,,15
ykxjz201508006t,0,"ISTIC,PKU",嘌呤受体P2X7在人眼小梁网细胞上的表达及分布,10.13389/j.cnki.rao.2015.0197,祝芸芸[1];左炜[1];王恒[1];张秀兰[2];,"[1]518033 广东省深圳市,深圳市第四人民医院,广东医学院附属福田医院;[2]中山大学中山眼科中心, 广东省广州市,510060;",眼科新进展,嘌呤受体;人眼小梁网细胞;P2X7;青光眼;,,2015,35,8
gdyx201619053,0,"ISTIC,PKU",急性脑静脉窦血栓形成1例,10.3969/j.issn.1001-9448.2016.19.053,蓝剑[1];陈立浩[2];,"[1]广东省深圳市福田区慢性病防治院内科,518048;[2]广东省深圳市福田区人民医院急诊内科,518000;",广东医学,@@;,,2016,37,19
xdlchl201407012,11,"ISTIC,PKU",两种不同手术方法治疗宫颈糜烂的效果观察及护理,10.3969/j.issn.1671-8283.2014.07.009,曾晓娟;李瑞云;任带娇;杨芳;,,现代临床护理,高频电波刀;微波;宫颈糜烂;,R473.71,2014,,7
yxzs201402010,11,"ISTIC,PKU",高同型半胱氨酸血症导致动脉粥样硬化氧化应激机制的研究进展,10.3969/j.issn.1006-2084.2014.02.010,陈宝丽;,,医学综述,同型半胱氨酸;氧化应激;动脉粥样硬化;,R543.5,2014,20,2
lcsjwkzz201402012,8,"ISTIC,PKU",前循环动脉瘤破裂并脑内血肿的显微手术治疗,10.3969/j.issn.1672-7770.2014.02.012,张清平[1];陈建良[1];冯文峰[2];漆松涛[2];邱建东[1];游恒星[1];马珊[1];钟远强[1];练晓文[1];彭智涛[1];,"[1]518033,深圳市第四 福田 人民医院神经外科;[2]南方医科大学附属南方医院神经外科;",临床神经外科杂志,颅内动脉瘤;脑内血肿;显微手术;前循环;,R651.1,2014,,2
fzzdyzlzz201503007,7,"ISTIC,PKU",Xpert MTB／RIF技术在基层实验室结核病诊断中的应用研究,10.3969/j.issn.1674-6929.2015.03.007,王怡心[1];陈雄豪[2];林惠玲[1];蒋英[1];,[1]深圳市福田区慢性病防治院检验科，广东，深圳 518048;[2]深圳市福田区妇幼保健院检验科，广东，深圳 518048;,分子诊断与治疗杂志,结核分支杆菌;利福平;Gene Xpert检测;敏感度与特异度;,,2015,,3
xdkf201442004,0,"ISTIC,PKU",跟骨高度改变对跟骨应力变化影响的有限元分析,10.3969/j.issn.2095-4344.2014.42.004,王一民;,,中国组织工程研究,组织构建;骨组织工程;跟骨骨折;跟骨高度;应力;有限元分析;手术指征;足踝模型;,R318,2014,,42
hainanyx201420032,2,"ISTIC,PKU",强直性脊柱炎伴发葡萄膜炎82例临床分析,10.3969/j.issn.1003-6350.2014.20.1199,宋国祥[1];黄进贤[2];邓亚玲[1];尹志华[2];梁张翼[1];叶志中[2];,"[1]深圳市第三人民医院眼科,广东 深圳,518000;[2]广东医学院附属福田医院香蜜湖风湿病分院广东医学院风湿病研究所,广东 深圳,518040;",海南医学,强直性脊柱炎;葡萄膜炎;HLA-B27;,R593.23,2014,,20
yxyxxzz201504007,1,"ISTIC,PKU",急性坏死性脑病MRI诊断,,冯晓荣[1];黄飚[2];钟小玲[2];梁长虹[2];梁立华[1];,[1]广东省深圳市第四 福田 人民医院影像科 广东 深圳 518033;[2]广东省人民医院 广东省医学科学院 医学影像部 广东 广州510080;,医学影像学杂志,急性坏死性脑病;磁共振成像;丘脑;鉴别诊断;,R742  R445.2,2015,,4
zgptwkzz201404027,1,"ISTIC,PKU",阑尾黏液腺癌3例诊治分析并文献复习,10.7659/j.issn.1005-6947.2014.04.027,庄哲宏;谭诗成;陈钢;张冬辉;张剑宝;刘业星;邱华文;,,中国普通外科杂志,"阑尾肿瘤/诊断;腺癌,黏液;",R656.8,2014,23,4
zgzxyjhsbzz201506019,2,"ISTIC,PKU",间歇性高容量血液滤过治疗严重脓毒症急性肾损伤的疗效观察,,袁丽萍;陈秋莲;罗敏虹;林茴;曾海鸥;陈圳炜;朱浪静;,,中国中西医结合肾病杂志,间歇性;高容量血液滤过;严重脓毒症;急性肾损伤;,,2015,,6
hainanyx201404059,3,"ISTIC,PKU",洁悠神在产妇会阴切开缝合术中的应用效果观察,10.3969/j.issn.1003-6350.2014.04.0241,黄春连;曾晓娟;周琳琳;杨芳;曾丽吟;任带娇;彭碧玲;,,海南医学,洁悠神;会阴切开缝合术;临床护理;,R719,2014,25,4
zgyk201401031,3,"ISTIC,PKU",自发性小脑出血的显微外科手术治疗策略,10.3969/j.issn.1008-1070.2014.01.031,张清平;邱建东;马珊;游恒星;钟远强;陈建良;,,中国医刊,小脑出血;显微外科手术;临床表现;,R743.34,2014,49,1
hainanyx201503010,18,,缬沙坦联合氨氯地平治疗社区高血压合并糖尿病患者疗效观察,10.3969/j.issn.1003-6350.2015.03.0124,董时广[1];苏桦[2];欧阳乐宣[3];霍敏俐[3];杨凯娜[3];曾彩云[3];,"[1]深圳市福田区慢性病防治院金碧社康中心,广东 深圳,518048;[2]深圳市福田人民医院八卦岭社康中心,广东 深圳,518000;[3]深圳市福田区慢性病防治院,广东 深圳,518000;",海南医学,高血压;糖尿病;缬沙坦;氨氯地平;,R544.1,2015,,3
zwyxyj201406075,8,,出院后延续护理对脑瘫患儿生活质量的影响,,刘晓艳;张海燕;邱岸花;,,中外医学研究,脑瘫患儿;延续护理;生活质量;,R473.72,2014,,6
gwyx-hlxfc201520026,0,,Orem自理模式在慢性心功能不全患者自我管理中的应用,10.3760/cma.j.issn.1673-4351.2015.20.026,吴焰;赵洁;,,国际护理学杂志,Orem自理模式;慢性心功能不全;运用;,R473.5,2015,,20
zgylxtb201402020,21,"ISTIC,PKU",大黄素对高糖培养的GMC增殖、FN表达及p38MAPK的影响,10.3969/j.issn.1001-1978.2014.02.020,李学娟[1];陈泽彬[1];魏红[1];王国兵[2];刘敏[1];黄河清[3];,"[1]深圳市儿童医院药剂科,广东,深圳,518026;[2]深圳市儿童医院儿研所,广东,深圳,518026;[3]中山大学药学院药理毒理实验室,广东,广州,510026;",中国药理学通报,大黄素;糖尿病肾病;肾小球系膜细胞;细胞增殖;纤维粘连蛋白;p38丝裂原活化蛋白激酶;,R-332  R282.71  R322.61  R329.24  R692.39  R977.3,2014,30,2
xyx201404005,1,"ISTIC,PKU",动态负荷力对软骨前体干细胞甲状旁腺激素相关肽的影响及细胞外基质蛋白组研究,10.3969/g.issn.0253-9802.2014.04.005,靳松;彭建强;林昆;黄爱军;李亚杰;,,新医学,压力;软骨细胞;甲状旁腺激素相关蛋白质;蛋白质组学;,,2014,,4
xdyfyx201422033,4,"ISTIC,PKU",下呼吸道感染主要病原菌的分布及耐药性分析,,林广城[1];谭燕清[2];黄烈[3];吴润香[3];,"[1]广东省深圳市龙岗区沙湾人民医院检验科,广东深圳518114;[2]广东省深圳市龙岗区沙湾人民医院吉厦社康中心,广东深圳518114;[3]广东省深圳市第四(福田)人民医院检验医学部,广东深圳518033;",现代预防医学,下呼吸道感染;病原菌;耐药性;,R378,2014,41,22
jilinyx201605061,0,"ISTIC,PKU",福田区空巢老人抑郁孤独状态调查与家庭医生团队干预模式研究,10.3969/j.issn.1004-0412.2016.05.061,董时广[1];李丽红[1];苏桦[2];裴林夕[1];林日扬[1];谢延[1];赵蓉[1];,"[1]广东省深圳市福田区慢性病防治院,广东 深圳,518000;[2]广东省深圳市福田区人民医院,广东 深圳,518000;",吉林医学,空巢老人;抑郁;孤独;家庭医生团队干预模;,,2016,37,5
jkr201423055,5,"ISTIC,PKU",追踪方法学在护理质量评价中的应用效果,,郭佳华;赵洁;杨衬;方向红;何素娥;,,中国当代医药,追踪方法学;质量评价;护理;,R47,2014,,23
xdzdyzl201409121,2,"ISTIC,PKU",支撑喉镜下显微镜下二氧化碳激光治疗喉部病变的手术配合,,蔡智[1];高重阳[2];,"[1]深圳市福田区莲花路1120号北京大学深圳医院耳鼻喉科,广东 深圳,518036;[2]深圳市第三人民医院外一科,广东 深圳,518000;",现代诊断与治疗,显微支撑喉镜;二氧化碳激光治疗;喉部病变;手术配合;,R767,2014,,9
yiyqy201417232,1,"ISTIC,PKU",鼻咽癌常规放疗后鼻窦炎发生的因素分析,10.3969/j.issn.2095-1752.2014.17.232,蔡智[1];高重阳[2];,[1]广东省深圳市福田区北京大学深圳医院耳鼻喉科 518036;[2]深圳市第三人民医院 518036;,医药前沿,鼻咽癌;常规放疗;鼻窦炎;,R730.5,2014,,17
jkr201518007,2,"ISTIC,PKU",2型糖尿病患者踝臂指数与冠状动脉病变程度的相关性研究,,颜雯;陈雪云;张伟勇;廖欢;钟清连;李涛;,,中国当代医药,踝臂指数;2型糖尿病;冠心病;动脉粥样硬化;,R587.1,2015,,18
zyyjk201502029,4,"ISTIC,PKU",社区健康管理对老年慢性喘息性支气管炎肺功能及预后的影响,,苏桦[1];董时广[2];刘娟[1];刘欣[1];郑玉婷[1];,"[1]广东省深圳市福田区人民医院八卦岭社康中心,518033;[2]深圳市福田区慢性病防治院金碧社康中心;",职业与健康,社区健康管理;慢性喘息性支气管炎;老年;预后;,R181.8,2015,31,2
jkr201513040,2,"ISTIC,PKU",64层螺旋CT低管电压扫描冠状动脉造影图像质量的评价,,冯晓荣;梁立华;陈耀强;吴菊芳;李锦;,,中国当代医药,低管电压;冠状动脉造影;冠心病;图像质量;,R445.3,2015,,13
bfyx201610077,0,"ISTIC,PKU",普芦卡必利联合乳果糖治疗癌痛患者阿片诱导性便秘的疗效观察,,夏瑜;黄万钟;于晓黎;周锋;,,北方药学,普芦卡必利;乳果糖;癌痛;阿片诱导性便秘;疗效;,R730.5,2016,13,10
yxxxzz201503128,2,"ISTIC,PKU",护理干预在LEEP刀治疗宫颈糜烂中应用的效果评价,10.3969/j.issn.1006-1959.2015.03.128,曾晓娟;李瑞云;任带娇;杨芳;,,医学信息,LEEP刀;护理干预;宫颈糜烂;,,2015,,3
mzgjykzz201407038,0,"ISTIC,PKU",强直性脊柱炎伴发前葡萄膜炎患者眼前段病变严重程度的相关因素,10.3980/j.issn.1672-5123.2014.07.38,宋国祥[1];黄进贤[2];邓亚玲[1];尹志华[2];梁张翼[1];叶志中[2];,"[1]518000,中国广东省深圳市第三人民医院眼科;[2]广东医学院附属福田医院香蜜湖风湿病分院 广东医学院风湿病研究所, 中国广东省深圳市,518000;",国际眼科杂志,强直性脊柱炎;前葡萄膜炎;骶髂关节;核磁共振;,,2014,,7
tsyxyxb201405001,0,"ISTIC,PKU",重组人瘦素对慢性特发性血小板减少性紫癜患者骨髓巨核细胞的影响,10.3969/j.issn.1004-7115.2014.05.001,王晓燕[1];蔡艳霞[1];田文洪[1];赵友恒[1];杨仁池[2];,"[1]深圳市第四 福田 人民医院,广东 深圳,518033;[2]中国医学科学院血液病研究所 血液病医院,天津,300020;",泰山医学院学报,特发性血小板减少性紫癜;巨核细胞;瘦素;M07e细胞;增殖分化;凋亡;,R558+.2,2014,,5
jilinyx201513123,1,"ISTIC,PKU",品管圈活动在提高住院患者痰液标本合格率中的应用,10.3969/j.issn.1004-0412.2015.13.123,张娟;晏晓琨;刘淑娟;王玉光;曾丽吟;,,吉林医学,品管圈;住院患者;痰液标本;合格率;,,2015,,13
zgyszz201406034,13,"ISTIC,PKU",二甲双胍联合阿卡波糖治疗超重、肥胖2型糖尿病的疗效分析,10.3760/cma.j.issn.1008-1372.2014.06.030,裴林夕[1];林日扬[1];董时广[1];刘仲华[1];赵云鹏[2];,"[1]深圳市福田区慢性病防治院金碧社康中心, 深圳,518048;[2]深圳市福田区慢性病防治院;",中国医师杂志,"二甲双胍/治疗应用;阿卡波糖/治疗应用;肥胖症/并发症;超重/并发症;糖尿病,2型/并发症;糖尿病,2型/药物疗法;",,2014,,6
swcx201504015,6,"ISTIC,PKU",肿瘤坏死因子拮抗剂治疗强直性脊柱炎伴发葡萄膜炎的临床疗效评价,10.13241/j.cnki.pmb.2015.04.015,宋国祥[1];黄进贤[2];尹志华[2];邓亚玲[1];梁张翼[1];叶志中[2];,[1]深圳市第三人民医院眼科 广东深圳518000;[2]广东医学院附属福田医院香蜜湖风湿病分院广东医学院风湿病研究所 广东深圳518040;,现代生物医学进展,强直性脊柱炎;葡萄膜炎;肿瘤坏死因子拮抗剂;临床疗效;,R681.51  R773,2015,15,4
zgsyyy201414015,2,"ISTIC,PKU",孕妇两种不同体位与胎心监护效果的观察比较,,曾晓娟;周琳琳;曾丽吟;李瑞云;杨芳;任带娇;彭碧玲;,,中国实用医药,孕妇;胎心监测;体位;,,2014,,14
scyxzz201504169,1,"ISTIC,PKU",品管圈活动在提高住院患者静脉输液健康教育知识知晓率中的应用,10.13214/j.cnki.cjotadm.2015.04.167,郭佳华;赵洁;何素娥;周红;胡增琳;李妍;何丹玲;,,中国伤残医学,品管圈;静脉输液;健康教育;知晓;,R472,2015,,4
sdyy201524064,0,"ISTIC,PKU",品管圈模式对社康护理不良事件主动上报率的影响分析,,张福英;严晓;李晓娜;杨志娟;,,首都食品与医药,品管圈;社康;护理不良事件;主动上报率;,R473,2015,22,24
zgywjjx2015z1153,0,"ISTIC,PKU",循环护理在妊娠合并糖尿病患者的应用效果,,曾晓娟;李瑞云;任带娇;杨芳;彭碧玲;,,中国药物经济学,循环护理;妊娠合并糖尿病;应用效果;,R473.71,2015,,z1
lcyydzzz201522107,0,"ISTIC,PKU",探讨女性盆底损伤致尿失禁患者的心理护理及康复训练,,曾晓娟;李瑞云;凌秀兰;任带娇;,,临床医药文献电子杂志,盆底损伤致尿失禁;心理护理;康复训练;,R58,2015,,22
nmgzyy201506160,0,"ISTIC,PKU",优质护理对提高自然分娩率的作用,10.3969/j.issn.1006-0979.2015.06.160,黄春连;郭佳华;陈雪云;曾晓娟;,,内蒙古中医药,优质护理;自然分娩率;作用探讨;,R473,2015,,6
jilinyx201514141,0,"ISTIC,PKU",会阴切开术中应用洁悠神对产妇满意度的影响研究,10.3969/j.issn.1004-0412.2015.14.141,曾晓娟;周琳琳;黄春连;杨芳;曾丽吟;任带娇;彭碧玲;,,吉林医学,洁悠神;术中护理;会阴切开;患者满意度;,,2015,,14
yiyqy201404028,0,"ISTIC,PKU",医院感染控制中社区风险管理应用体会,10.3969/j.issn.2095-1752.2014.04.028,林丽英;余贺杲;莫绮华;,,医药前沿,社康中心;医院感染;控制;风险管理;应用体会;,R197.32,2014,,4
zgrdyx201409039,1,"ISTIC,PKU",以神经系统为首发症状的巨幼细胞性贫血1例分析,,凌利芬;李振华;朱新建;黄晓丽;陆学东;,,中国热带医学,巨幼细胞性贫血;维生素B12;血常规;红细胞平均体积(MCV);,R556.2,2014,14,9
