唯一标志,被引用次数,期刊等级,题名,doi,作者,作者单位,期刊,关键字,分类号,年,卷,期
syyfyx201507007,2,"ISTIC,PKU",乙肝疫苗接种无应答儿童血浆微小RNA的异常表达临床研究,10.3969/j.issn.1006-3110.2015.07.007,李树然[1];吴华[2];耿小鹿[3];吴欣欣[1];,"[1]深圳市宝安区中心医院,广东 深圳,510080;[2]深圳市宝安区人民医院;[3]深圳市蛇口人民医院;",实用预防医学,儿童保健;微小RNA;乙肝疫苗;免疫应答;,R186,2015,22,7
lcfkzz201604036,0,"ISTIC,PKU",气道黏膜损害程度与迁延和非迁延性支原体肺炎的预后相关性研究,10.3969/j.issn.1009-6663.2016.04.036,黄水东[1];冯晓红[2];,"[1]深圳市宝安区中心医院黄田门诊部, 广东深圳,518101;[2]深圳市宝安区人民医院妇产科, 广东 深圳,518101;",临床肺科杂志,气道黏膜损害;支原体肺炎;预后;,,2016,21,4
sxzy201610024,0,"ISTIC,PKU",明清时期男性不育证治研究及临床探讨,10.3969/j.issn.1000-7156.2016.10.024,傅伟[1];李其信[1];远庚彦[1];艾文娟[2];蔡昌龙[1];林伟明[1];,[1]广东省深圳市宝安区中医院 深圳 518101;[2]广东省深圳市宝安区中心医院;,山西中医,男性不育;明清时期;文献研究;,R698+.2,2016,32,10
henzyxyxb201510035,2,"ISTIC,PKU",慢性心力衰竭患者红细胞体积分布宽度、心力衰竭计分及中医辨证的相关性研究,10.16368/j.issn.1674-8999.2015.10.514,刘镇[1];古春花[2];雷健[3];柯于鹤[3];李建松[1];刘惠灵[1];郑艳娥[4];,"[1]深圳市宝安区中医院,广东深圳,518133;[2]深圳市宝安区石岩人民医院,广东深圳,518000;[3]武汉市第一人民医院,湖北武汉,430022;[4]深圳市龙岗区中心医院,广东深圳,518000;",中医学报,慢性心力衰竭;中医辨证;红细胞体积分布宽度;心力衰竭计分;,R259.416.1,2015,30,10
qqhryxyxb201602015,4,"ISTIC,PKU",早期综合康复治疗急性脑血栓脑梗患者的临床效果探讨,,李浅峰[1];王玉龙[2];,"[1]518121,深圳市大鹏新区南澳人民医院;[2]深圳市第二人民医院康复科;",齐齐哈尔医学院学报,康复治疗;早期;急性脑血栓脑梗;,,2016,37,2
sdyy201610046,1,"ISTIC,PKU",头部督脉穴联合舌三针改善脑卒中后构音障碍的临床症状及Frenchay评分情况观察,,潘巍一[1];张捷洪[1];柯秀君[1];刘京玉[1];王玉龙[2];,[1]广东省深圳市大鹏新区南澳人民医院 518121;[2]广东省深圳市第二人民医院 518035;,首都食品与医药,督脉穴;舌三针;脑卒中后构音障碍患;Frenchay评分;,R246.6  R743.3,2016,,10
ylwszb201604035,1,"ISTIC,PKU",COMPACT血气分析仪和VITROS 350生化分析仪测定碳酸氢根离子浓度相关性研究,10.7687/J.ISSN1003-8868.2016.04.115,姚伟[1];房笃智[2];刘爱胜[3];,"[1]深圳市宝安区松岗人民医院检验科,广东深圳,518101;[2]深圳市宝安区人民医院检验科,广东深圳,518001;[3]深圳市龙华新区人民医院检验科,广东深圳,518110;",医疗卫生装备,COMPACT血气分析仪;VITROS 350生化分析仪;碳酸氢根离子;差异性;相关性;,R318.6  TH772.2,2016,37,4
bfyx201508097,2,"ISTIC,PKU",硫酸镁联合硝苯地平片对妊娠高血压患者血液四项的影响,,肖雪莲[1];韦枝红[2];,[1]深圳市大鹏新区南澳人民医院妇产科 深圳 518121;[2]深圳市第二人民医院妇产科 深圳 518000;,北方药学,妊娠高血压;硝苯地平;硫酸镁;血液四项;,R714.24+6,2015,,8
yycyzx201418008,6,"ISTIC,PKU",Ki67、GFAP在人脑恶性胶质瘤病理分级中的意义,,陈梅花[1];陈贵珍[1];贾万钧[1];邹桂华[2];,"[1]深圳市宝安区中医院病理科,广东深圳,518100;[2]深圳市宝安区人民医院病理科,广东深圳,518100;",中国医药导报,胶质瘤;Ki67;GFAP;,R73-3,2014,,18
zgbjyy-kp201608274,0,"ISTIC,PKU",非手术治疗腰椎间盘突出症后绝对卧床1小时疗效的观察,,潘小华[1];翟浩瀚[2];王玉龙[2];,[1]深圳市大鹏新区南澳人民医院康复医学科 广东 深圳518121;[2]深圳市第二人民医院康复医学科/深圳大学附属医院 广东深圳 518121;,中国保健营养,腰椎间盘突出症;非手术治疗;随机对照试验;,,2016,26,8
gdybfz201402003,4,"ISTIC,PKU",舌侧集中(牙合)全口义齿咀嚼效率的研究,,王汉思[1];王杨[2];,"[1]深圳市宝安区松岗人民医院口腔科,广东深圳,518105;[2]深圳市第六人民医院口腔科;",广东牙病防治,舌侧集中(牙合)全口义齿;咀嚼效率;牙列缺失;,R783.6,2014,22,2
zgxdyyyy201514017,1,"ISTIC,PKU",同型半胱氨酸及代谢酶基因遗传多态性、叶酸和维生素B12与溃疡性结肠炎的相关性,10.14164/j.cnki.cn11-5581/r.2015.14.017,陈少文[1];吴东海[2];吉明柱[3];,"[1]518121,深圳市大鹏新区南澳人民医院内科;[2]深圳市第二人民医院消化内科;[3]深圳市南山区蛇口人民医院消化内科;",中国现代药物应用,溃疡性结肠炎;同型半胱氨酸;代谢酶基因遗传多态性;叶酸;维生素B12;,,2015,,14
sxyxjy201503048,1,"ISTIC,PKU",深圳宝安区孕期夫妇红细胞葡萄糖-6-磷酸脱氢酶缺乏现状情况调查,10.3969/j.issn.1671-7414.2015.03.048,刘爱胜[1];房笃智[2];姚伟[3];,"[1]深圳市龙华新区人民医院检验科,广东深圳,518109;[2]深圳市宝安区人民医院检验科,广东深圳,518001;[3]深圳市宝安区松岗人民医院检验科,广东深圳,518101;",现代检验医学杂志,孕期夫妇;葡萄糖-6-磷酸脱氢酶;缺乏;现状调查;,R446.112,2015,,3
sxyxjy201506029,0,"ISTIC,PKU",健康成人血浆D-二聚体免疫比浊法正常参考区间的建立,10.3969/j.issn.1671-7414.2015.06.029,刘晓鸽[1];姚伟[2];房笃智[3];,"[1]深圳市宝安区福永人民医院检验科,广东深圳,518103;[2]深圳市宝安区松岗人民医院检验科,广东深圳,518100;[3]深圳市宝安区人民医院检验科,广东深圳,518001;",现代检验医学杂志,健康成人;血浆D-二聚体;免疫比浊法;参考区间;,R446.112,2015,30,6
xdyy201407019,3,"ISTIC,PKU",初诊2型糖尿病代谢状态及慢性并发症与肥胖程度的相关性研究,10.3969/j.issn.1671-332X.2014.07.019,郑信华[1];池莲祥[1];滕雅萍[1];汪小娟[1];吴小永[1];张彩英[1];万杰君[2];,[1]南方医科大学附属深圳宝安医院/深圳市第八人民医院/深圳市宝安区人民医院广东深圳 518101;[2]广东医学院 广东湛江 523808;,现代医院,2型糖尿病;糖尿病血管病变;体重指数;,,2014,,7
sxyxjy201502039,1,"ISTIC,PKU",COMBI-SCAN XL 全自动尿液分析仪试剂条放置时间对亚硝酸盐检测结果的影响探讨,10.3969/j.issn.1671-7414.2015.02.039,房笃智[1];刘爱胜[2];姚伟[3];,"[1]深圳市宝安区人民医院检验科,广东深圳,518001;[2]深圳市龙华新区人民医院检验科,广东深圳,518109;[3]深圳市宝安区松岗人民医院检验科,广东深圳,518101;",现代检验医学杂志,科宝XL全自动尿液分析仪;试剂条;放置时间;亚硝酸盐;影响;,R446.121,2015,,2
zgyxwz-lnyxfc201507015,8,"ISTIC,PKU",氨氯地平阿托伐他汀钙片治疗高血压合并冠心病的效果及安全性分析,10.3969/j.issn.1674-3806.2015.07.15,陈巍[1];陈慈[2];,"[1]深圳市宝安区人民医院心血管内科, 广东,518101;[2]深圳市宝安区石岩人民医院新生儿科, 广东,518000;",中国临床新医学,高血压;冠心病;氨氯地平阿托伐他汀钙片;疗效;安全性;,R544.1  R541.4,2015,,7
lcyx201505001,2,"ISTIC,PKU",脂肪组织AR1 mRNA表达和PDK1蛋白活性在PCOS胰岛素抵抗中的作用,,王竹晨[1];甘辉梅[2];胡钶[3];李丽文[2];顾熊飞[4];杨冬梓[5];邝健全[5];,"[1]香港大学深圳医院生殖医学中心,广东深圳518053;深圳市第二人民医院生殖医学科;[2]深圳市第二人民医院生殖医学科;[3]深圳市宝安区人民医院普外科;[4]中山大学北校区生物化学教研室;[5]中山大学孙逸仙纪念医院妇产科;",临床医学,多囊卵巢综合征;胰岛素抵抗;脂肪组织;胰岛素受体底物Ⅰ;PI3K蛋白活性;,,2015,35,5
rdyxzz201412019,0,"ISTIC,PKU",儿童呼吸道感染流感嗜血杆菌的耐药性分析,,肖航[1];吴祥林[2];姚伟[3];卢小娟[1];陈俊玲[1];王光磊[1];李如凯[1];,"[1]深圳市宝安区石岩人民医院检验科,广东深圳518102;[2]深圳市光明新区人民医院检验科,广东深圳518106;[3]深圳市宝安区松岗人民医院检验科,广东深圳518105;",热带医学杂志,流感嗜血杆菌;β-内酰胺酶;耐药性;,R378.41,2014,14,12
zgyxcx201618014,2,"ISTIC,PKU",地塞米松联合尿激酶治疗结核性胸膜炎的疗效及对胸腔积液IL-6、IL-8和hs-CRP水平的影响,10.3969/j.issn.1674-4985.2016.18.014,钟红剑[1];刘腊香[1];陈文胜[1];杨澍[2];,[1]广东省深圳市宝安区慢性病防治院 广东 深圳 518100;[2]广东省深圳市宝安区人民医院;,中国医学创新,地塞米松;尿激酶;结核性胸膜炎;白细胞介素-6;白细胞介素-8;C-反应蛋白;,,2016,13,18
zgyxcx201522001,0,"ISTIC,PKU",心血瘀阻型胸痹患者同步12导联心电图信号的Lyapunov指数谱分析,10.3969/j.issn.1674-4985.2015.22.001,刘镇[1];古春花[2];彭智勇[1];梁建华[1];黄丽华[1];徐泽军[1];郑献敏[1];徐连登[1];陈伟军[1];,[1]广东省深圳市宝安区中医院 广东 深圳 518133;[2]广东省深圳市宝安区石岩人民医院;,中国医学创新,冠心病;Lyapunov指数;心血瘀阻;心电图;心电时间序列信号;相空间重构;,,2015,,22
zgyxcx201518048,1,"ISTIC,PKU",探究手术去势对前列腺癌患者血脂代谢的影响,10.3969/j.issn.1674-4985.2015.18.048,唐昌盛[1];王芳[2];,[1]广东省深圳市宝安区松岗人民医院 广东 深圳 518105;[2]广东省深圳市宝安区中医院;,中国医学创新,手术去势;前列腺癌;血脂;,,2015,,18
zgyxcx201518048,1,"ISTIC,PKU",探究手术去势对前列腺癌患者血脂代谢的影响,10.3969/j.issn.1674-4985.2015.18.048,唐昌盛[1];王芳[2];,[1]广东省深圳市宝安区松岗人民医院 广东 深圳 518105;[2]广东省深圳市宝安区中医院;,中国医学创新,手术去势;前列腺癌;血脂;,,2015,,18
ylbjqj201511007,1,"ISTIC,PKU",彩色多普勒超声诊断输尿管结石的价值分析,10.3969/j.issn.1674-4659.2015.11.1414,杨晓霞[1];周小英[2];,"[1]深圳市宝安区中心医院颐康园社康中心,广东深圳,518102;[2]深圳市宝安区人民医院超声科,广东深圳,518101;",临床医学工程,彩色多普勒超声;二维超声;输尿管结石;临床诊断;价值分析;,R693+.4  R445.1,2015,22,11
zgsyyy201535204,1,"ISTIC,PKU",社区中老年居民慢性病及相关因素分析,10.14163/j.cnki.11-5547/r.2015.35.204,陈韦冰[1];徐小红[2];,"[1]518133,深圳市宝安区慢性病防治院;[2]深圳市宝安区人民医院;",中国实用医药,中老年;慢性病;相关因素;高危人群;健康管理;,,2015,10,35
xdzdyzl201513013,0,"ISTIC,PKU",降糖药联合糖桑宁胶囊治疗糖尿病的疗效观察,,吴国龙[1];郑定容[2];,"[1]深圳市宝安区人民医院兴东社区健康服务中心,广东 深圳,518101;[2]深圳市宝安区中心医院社区健康服务管理中心,广东 深圳,518102;",现代诊断与治疗,糖尿病;降糖药;中药;桑白皮;糖桑宁胶囊;血糖;,R587.1,2015,26,13
syzdyzlzz201603020,2,"ISTIC,PKU",子宫内膜异位症相关性卵巢癌组织中P53和survivin蛋白表达水平分析,10.13507/j.issn.1674-3474.2016.03.020,肖雪莲[1];韦枝红[2];,"[1]深圳市大鹏新区南澳人民医院妇产科,广东深圳,518121;[2]深圳市第二人民医院妇产科,广东深圳,518035;",中华实用诊断与治疗杂志,子宫内膜异位症;卵巢癌;P53蛋白;survivin蛋白;,,2016,30,3
nmgzyy201605071,0,"ISTIC,PKU",益气理顽方合来氟米特对类风湿关节炎患者血清TNF-α、MMP-3表达的影响,10.3969/j.issn.1006-0979.2016.05.071,徐泽军[1];李志铭[1];潘秋兰[1];黄汝成[1];谭宁[2];吴文金[1];,"[1]深圳市宝安区中医院,518100;[2]深圳市第六人民医院,518000;",内蒙古中医药,益气理顽方;来氟米特;类风湿关节炎;TNF-α表达;MMP-3表达;,R593.22,2016,35,5
hbyy201618007,0,"ISTIC,PKU",葛根素在减轻创伤性脑损伤氧化应激反应中的作用,10.3969/j.issn.1002-7386.2016.18.007,陈江生[1];陈保东[2];凌毕益[1];宋明浩[1];李志祥[1];,"[1]518105,广东省深圳市宝安区松岗人民医院神经外科;[2]广东省深圳市第二人民医院神经外科;",河北医药,葛根素;创伤性脑损伤;氧化应激指标;氧化应激损伤;,R651.15,2016,38,18
bjmyfxylc201508013,0,"ISTIC,PKU",抑制素β基因多态性与孕妇子痫前期易感性及新生儿围生结局关联研究,10.11748/bjmy.issn.1006-1703.2015.08.013,梁玉华[1];柯玮琳[2];,"[1]深圳市宝安区石岩人民医院产科,广东深圳,518108;[2]深圳市第二人民医院产科,广东深圳,518035;",标记免疫分析与临床,子痫前期;抑制素;多态性;新生儿;,,2015,22,8
zgyxzb201601026,3,"ISTIC,PKU",电化学发光分析仪检测贫血指标的方法学性能验证,10.3969/J.ISSN.1672-8270.2016.01.023,姚伟[1];刘爱胜[2];房笃智[3];,[1]深圳市宝安区松岗人民医院检验科 广东 深圳 518101;[2]深圳市龙华新区人民医院检验科 广东 深圳 518109;[3]深圳市宝安区人民医院检验科 广东 深圳 518001;,中国医学装备,电化学发光免疫分析仪;叶酸;铁蛋白;维生素B12;性能评价;,R446.1,2016,13,1
zgyyzn201412012,0,"ISTIC,PKU",微型种植体矫治双颌前突的研究,,王汉思[1];王杨[2];张超[3];,"[1]深圳市宝安区松岗人民医院口腔科,广东深圳,518105;[2]深圳市第六人民医院口腔科,广东深圳,518052;[3]深圳市曙光医院口腔科,广东深圳,518001;",中国医药指南,微型种植体;矫治;双颌前突;,R783.5,2014,,12
zjlczz201508024,1,"ISTIC,PKU",电针联合康复训练对大鼠受压坐骨神经微血管生成的影响,10.3969/j.issn.1005-0779.2015.08.024,张珊珊[1];杜震生[2];陈峰[2];苏宁[3];,"[1]深圳市第二人民医院,广东深圳,518000;[2]深圳市宝安区松岗人民医院,广东深圳,518105;[3]广州中医药大学,广东广州,510405;",针灸临床杂志,神经微血管生成;神经再生;电针;康复训练;坐骨神经;,R245.97,2015,,8
zgyxcx201621032,1,"ISTIC,PKU",不同临床分期对原发性肝癌患者血清VEGF、TNF-α表达的影响,10.3969/j.issn.1674-4985.2016.21.031,李华伟[1];林晓辉[2];蓝红英[2];,[1]广东省深圳市宝安区松岗人民医院 广东 深圳 518105;[2]广东省深圳市宝安区人民医院;,中国医学创新,原发性肝癌;肝癌分期;血管内皮因子;肿瘤坏死因子-α;,,2016,13,21
zgrdyx201411037,0,,氨苄西林耐药流感嗜血杆菌β-内酰胺酶基因分析,,肖航[1];吴祥林[2];姚伟[3];陈俊玲[1];王光磊[1];李如凯[1];,"[1]深圳市宝安区石岩人民医院检验科,广东深圳518102;[2]深圳市光明新区人民医院检验科,广东深圳518106;[3]深圳市宝安区松岗人民医院检验科,广东深圳518105;",中国热带医学,流感嗜血杆菌;β-内酰胺酶;氨苄西林;耐药性;基因;,R378.4+1,2014,14,11
xdyy201605018,1,,噻托溴铵治疗慢性阻塞性肺气肿并自发性气胸临床分析,10.3969/j.issn.1671-332X.2016.05.018,谢艺明[1];张日华[2];秦玲[3];,[1]深圳市宝安区人民医院 广东深圳 518100;[2]深圳市宝安区福永人民医院 广东深圳 508102;[3]深圳市宝安区松岗人民医院 广东深圳 508104;,现代医院,噻托溴铵;慢性阻塞性肺气肿;自发性气胸;,R563.3  R561.4,2016,16,5
chengdyxyxb201502015,2,,高黏度与低黏度骨水泥在椎体成形术中应用的临床对比研究,10.3969/j.issn.1674-2257.2015.02.015,陈学忠[1];董玮[1];奚江明[1];孟繁胜[1];朱肖奇[2];,[1]深圳市宝安区石岩人民医院骨科 深圳518108;[2]深圳市宝安区人民医院脊柱与骨关节外科 深圳518101;,成都医学院学报,椎体成形术;高黏度骨水泥;骨质疏松;压缩性骨折;,R687.3,2015,10,2
jyyxylc201523013,1,,宝安区不同年龄健康成人血浆 D-二聚体生物参考区间的建立,10.3969/j.issn.1672-9455.2015.23.011,姚伟[1];房笃智[2];,[1]广东省深圳市宝安区松岗人民医院检验科 518101;[2]广东省深圳市宝安区人民医院检验科 518001;,检验医学与临床,健康成人;血浆 D-二聚体;免疫比浊法;参考区间;,,2015,,23
zgyyzn201430174,4,,糖尿病合并高血压药物治疗的合理应用与不良反应分析,,李汉洪[1];梁金凤[2];林洁娜[1];陈茹芳[3];曾铠[1];康雁飞[1];,"[1]广东省深圳市宝安区中医院药学部,广东 深圳,518101;[2]广东省第一荣军医院药剂科,广东 广州,510260;[3]广东省深圳市宝安区人民医院药剂科,广东 深圳,518101;",中国医药指南,糖尿病;高血压;药物治疗;应用与不良反应;,R587.1  R544.1,2014,,30
zgyxcx201523003,0,,人β-防御素-2在肝细胞癌中的表达及其意义,10.3969/j.issn.1674-4985.2015.23.003,李荣江[1];桂水清[2];黄振华[1];曾宪成[3];,[1]广东省深圳市宝安区中心医院 广东 深圳 518102;[2]广东省深圳市第二人民医院;[3]中山大学附属博济医院;,中国医学创新,人β-防御素-2;肝细胞癌;PCR;细胞凋亡;,,2015,,23
zgyyzn201432284,5,,细节管理在神经外科患者手术护理安全中的应用体会,,凌毕益[1];夏永娣[2];,"[1]深圳市宝安区松岗人民医院神经外科,广东 深圳,518105;[2]深圳市第二人民医院 广东 深圳 518039;",中国医药指南,手术护理;神经外科;安全;细节;,R473.74,2014,,32
xdyyws2015040009,4,,健脾理气方治疗慢性萎缩性胃炎癌前病变66例临床观察,10.3969/j.issn.1009-5519.2015.04.007,杜震生[1];张珊珊[2];,"[1]深圳市宝安区松岗人民医院,广东,518105;[2]深圳市第二人民医院,广东,518035;",现代医药卫生,"慢性病;胃炎,萎缩性;癌前状态;胃肿瘤;生物医学研究;健脾理气方;病理组织;",,2015,,4
szzxyjhzz201606026,0,,安肺益肾方治疗慢性阻塞性肺疾病稳定期患者疗效观察,10.16458/j.cnki.1007-0893.2016.06.026,文善适[1];王碧斐[2];叶科[1];,"[1]深圳市大鹏新区南澳人民医院,广东深圳,518121;[2]深圳市宝安区慢性病防治院,广东深圳,518100;",深圳中西医结合杂志,慢性阻塞性肺疾病;生存质量;安肺益肾方;,R563,2016,26,6
lcywzlzz201504023,1,,临床药师参与1例硝苯地平与氟康唑联用引起低血压的药学实践,10.3969/j.issn.1672-3384.2015.04.023,吴晓鹏[1];李祚勇[2];李璐[3];,"[1]深圳市宝安区松岗人民医院药剂科,深圳,518105;[2]赣南医学院第一附属医院药学部,赣州,341000;[3]深圳市第二人民医院药学部临床药学科,深圳,518035;",临床药物治疗杂志,高血压;钙拮抗剂;硝苯地平;氟康唑;相互作用;,R969.3,2015,13,4
zylcyj201632010,1,,小柴胡汤对肝癌肺转移的临床观察,10.3969/j.issn.1674-7860.2016.32.010,王济国[1];简文静[2];李阳[1];罗昌国[1];,"[1]深圳市宝安区中医院,广东 深圳,518133;[2]深圳市第二人民医院,广东 深圳,518133;中山大学,广东 深圳,518133;",中医临床研究,小柴胡汤;肝癌肺转移;临床疗效;,R735.7,2016,8,32
zgyxcx201518005,0,,综合康复对大鼠受压坐骨神经微血管生成的影响,10.3969/j.issn.1674-4985.2015.18.005,张珊珊[1];杜震生[2];陈峰[2];苏宁[3];,[1]广东省深圳市第二人民医院 广东 深圳 518000;[2]广东省深圳市宝安区松岗人民医院;[3]广州中医药大学;,中国医学创新,综合康复;神经微血管生成;神经再生;坐骨神经;,,2015,,18
zgyxcx201510034,0,,健脾理气方对慢性萎缩性胃炎癌前病变中Survivin与Fas表达的影响,10.3969/j.issn.1674-4985.2015.10.033,杜震生[1];张珊珊[2];,[1]广东省深圳市宝安区松岗人民医院 广东 深圳 518105;[2]广东省深圳市第二人民医院;,中国医学创新,慢性萎缩性胃炎;胃癌前病变;健脾理气方;Survivin;Fas;,,2015,,10
sxyyzz201515003,0,,脂蛋白脂酶基因 rs328多态性与汉族人脑梗死的相关性研究,,江锦霞[1];练启辉[2];喻文碧[3];李明[1];,[1]518116深圳市龙岗中心医院神经内科;[2]深圳市大鹏新区妇幼保健院内科;[3]深圳市大鹏新区妇幼保健院护理部;,山西医药杂志,"脑梗塞;脂蛋白脂酶;多态性 ,单核苷酸;等位基因;",,2015,,15
hsjxzz201403039,46,"ISTIC,PKU",心理护理联合运动疗法在妊娠糖尿病护理中的应用,,林艳玲;杨文莉;李萍华;,,护士进修杂志,妊娠期糖尿病;心理护理;运动疗法;,R472  R473.5,2014,,3
zgfybj201504016,18,"ISTIC,PKU",孕期保健对高龄产妇并发症及妊娠结局的影响,10.7620/zgfybj.j.issn.1001-4411.2015.04.16,陈霞[1];许剑[2];,[1]遵义医药高等专科学校妇产科教研室 贵州 遵义 563002;[2]深圳市第八人民医院妇产科;,中国妇幼保健,孕期保健;高龄产妇;并发症;,R715.3,2015,30,4
gwyx-lcsw201514007,1,"ISTIC,PKU",血清心型脂肪酸结合蛋白检测在手足口病患儿心肌损伤中的诊断意义,10.3969/j.issn.1673-4130.2015.14.007,徐传彬[1];黄华[2];杨小星[3];陈华[4];,"[1]深圳市宝安区中心医院 中心实验室,广东深圳,518133;[2]深圳市龙岗区第二人民医院检验科,广东深圳,518172;[3]深圳市宝安区中心医院 检验科,广东深圳,518133;[4]深圳市宝安区中心医院 儿科,广东深圳,518133;",国际检验医学杂志,心型脂肪酸结合蛋白;手足口病;心肌损伤;,,2015,,14
zgyxcx201516017,8,"ISTIC,PKU",贝那普利联合美托洛尔治疗老年原发性高血压合并心力衰竭的临床研究,10.3969/j.issn.1674-4985.2015.16.017,李敏[1];杨梅先[2];,[1]广东省深圳市宝安区中心医院福中福社区服务心心 广东 深圳 518102; 广东省深圳市宝安区中心医院颐康园社康中心通信;[2]广东省深圳市宝安区中心医院颐康园社康中心通信;,中国医学创新,贝那普利;美托洛尔;老年原发性高血压;心力衰竭;,,2015,,16
