zhzdxdzzz201401008,1,,特殊临床表现的椎管内外巨大哑铃型神经鞘瘤诊断学特征,10.3877/cma.j.issn.2095-655X.2014.01.008,王庆贺[1];杨大志[1];李子艺[1];刘俊良[1];镇万新[1];郭玉霞[2];,"[1]暨南大学第二临床医学院 深圳市人民医院 脊柱外科, 深圳,518020;[2]暨南大学第二临床学院 深圳市人民医院 妇科;",中华诊断学电子杂志,神经鞘瘤;诊断;治疗;,,2014,,1
lchsyyxzz201213010,33,"ISTIC,PKU",孕期营养个体化供给对妊娠结局及新生儿状况的影响,10.3969/j.issn.1671-4695.2012.13.010,钟利若[1];夏正杰[2];张立军[3];韩志萍[1];王倩[1];魏晓萍[1];,"[1]暨南大学第二临床学院深圳市人民医院产科;[2]深圳市第二人民医院内分泌科;[3]暨南大学第二临床学院深圳市人民医院检验科,广东,深圳,518020;",临床和实验医学杂志,孕期营养;妊娠结局;新生儿体质量;,R714.2,2012,11,13
ytysyzbxzz201610012,0,"ISTIC,PKU",基质金属蛋白酶在根尖周病变中的作用,10.15956/j.cnki.chin.j.conserv.dent.2016.10.012,范挽亭[1];张铮(综述)[2];张国志[2];黄世光(审校)[3];,"[1]暨南大学第二临床医学院深圳市人民医院口腔医学中心，广东 深圳518020; 暨南大学医学院口腔医学系，广东 广州510632;[2]暨南大学第二临床医学院深圳市人民医院口腔医学中心,广东 深圳,518020;[3]暨南大学医学院口腔医学系,广东 广州,510632;",牙体牙髓牙周病学杂志,基质金属蛋白酶(MMPs);根尖周病;发病机制;,R781.3,2016,26,10
zhptwk201408022,0,"ISTIC,PKU",脾脏硬化性血管瘤样结节性转化诊治分析,10.3760/cma.j.issn.1007-631X.2014.08.022,张育森[1];鲍世韵[1];马扬[1];孙枫林[1];刘嘉林[1];贾随旺[1];刘汉勇[2];龚静山[3];,"[1]518020,广东省暨南大学第二临床医学院深圳市人民医院肝胆胰外科;[2]518020,广东省暨南大学第二临床医学院深圳市人民医院病理科;[3]518020,广东省暨南大学第二临床医学院深圳市人民医院放射科;",中华普通外科杂志,,,2014,29,8
szdxxb201606003,0,"ISTIC,PKU",脂多糖协同MSU诱导THP1分泌IL-1β和IL-18,10.3724/SP.J.1249.2016.06566,丁利平[1];刘冬舟[2];黎丽[3];黄钟[3];,"[1]深圳大学医学部,广东深圳 518060;深圳市人民医院暨南大学第二临床医学院风湿免疫科,广东深圳518020;[2]深圳市人民医院暨南大学第二临床医学院风湿免疫科,广东深圳,518020;[3]深圳大学医学部,广东深圳,518060;",深圳大学学报（理工版）,细胞免疫学;尿酸钠结晶;脂多糖;痛风;炎症体;白细胞介素-1β;白细胞介素-18;,R392,2016,33,6
szdxxb201605002,0,"ISTIC,PKU",IL-37对白塞病患者单核细胞分泌炎症因子的影响,10.3724/SP.J.1249.2016.05447,丁利平[1];黎丽[2];刘冬舟[3];黄钟[2];,"[1]深圳大学医学部,广东深圳518060;暨南大学第二临床医学院-深圳市人民医院风湿免疫科,广东深圳518020;[2]深圳大学医学部,广东深圳,518060;[3]暨南大学第二临床医学院-深圳市人民医院风湿免疫科,广东深圳,518020;",深圳大学学报（理工版）,细胞免疫学;白塞病;白介素37;interleukin-1β;interleukin-17A;tumor necrosis factor alpha;,R392,2016,33,5
zhcsyx201308014,22,"ISTIC,PKU",经会阴超声评估前盆腔器官脱垂程度与临床盆腔器官脱垂定量分期的相关性研究,10.3760/cma.j.issn.1004-4477.2013.08.014,王慧芳[1];陈华[2];折瑞莲[3];徐繁华[2];陈秋香[2];刘云平[1];郭娟[2];王诗雅[1];,"[1]深圳大学第一附属医院深圳市第二人民医院超声科,深圳,518035;[2]暨南大学第二临床医学院深圳市人民医院超声科;[3]暨南大学第二临床医学院深圳市人民医院产科;",中华超声影像学杂志,超声检查;盆腔器官脱垂;前盆腔;,,2013,22,8
qlzlzz201217005,4,"ISTIC,PKU",Fe@CN-CN对大鼠移植性肝癌磁靶向热疗效果的观察,,严文辉[1];郭跃华[2];周汉新[2];李富荣[3];梁文龙[4];张琳[5];,"[1]暨南大学第二临床医学院深圳市人民医院甲乳外科 ,广东深圳,518020;[2]暨南大学第二临床医学院深圳市人民医院肝胆外科,广东深圳,518020;[3]暨南大学第二临床医学院深圳市人民医院临床医学研究中心,广东深圳,518020;[4]广州市第一人民医院胃肠外科,广东广州,510180;[5]暨南大学第二临床医学院深圳市人民医院妇科,广东深圳,518020;",中华肿瘤防治杂志,"肝肿瘤,实验性;肿瘤移植;磁力学;电磁场;高温,诱发;肿瘤/治疗;",R735.7,2012,19,17
zhfylcyxzz201605017,0,"ISTIC,PKU",围生期孕产妇感染或定植的B族链球菌耐药情况、血清型、毒力基因及基因型分析,10.3877/cma.j.issn.1673-5250.2016.05.017,苏锦珍[1];吴伟元[2];丁璐[1];黄进洁[1];王少华[3];张杰生[4];吴本清[1];,"[1]暨南大学第二临床医学院深圳市人民医院新生儿科,深圳,518020;[2]暨南大学第二临床医学院深圳市人民医院检验科,深圳,518020;[3]518000,深圳市福田区妇幼保健院新生儿科;[4]暨南大学第二临床医学院深圳市人民医院产科,深圳,518020;",中华妇幼临床医学杂志（电子版）,"链球菌,无乳;血清群;抗药性,细菌;毒力因子;基因型;多位点测序分型;",,2016,12,5
ywszyybzz201608008,0,"ISTIC,PKU",玻璃体切除术后黄斑水肿的分析研究,10.3760/cma.j.issn.2095-1477.2016.08.008,刘静雯[1];刘身文[2];陈胜[2];李柏军[2];任静[3];秦波[2];,"[1]510630广州,暨南大学第二临床学院眼科;518000深圳,深圳市眼科医院眼外伤科暨南大学附属眼科医院深圳大学眼视光学院深圳眼科学重点实验室;[2]深圳市眼科医院眼外伤科暨南大学附属眼科医院深圳大学眼视光学院深圳眼科学重点实验室,深圳,518000;[3]518000深圳,深圳市眼科医院眼外伤科暨南大学附属眼科医院深圳大学眼视光学院深圳眼科学重点实验室;518000深圳,暨南大学第一临床学院眼科;",中华眼外伤职业眼病杂志,玻璃体切除术;黄斑水肿;光学相干断层成像;,,2016,38,8
yxyxxzz201511022,1,"ISTIC,PKU",Turner综合征胎儿超声诊断价值的探讨,,袁红[1];朱鹏[2];任景慧[3];肖伟伟[4];李启运[4];林秀华[4];曾君[4];戴勇[4];,[1]广东省深圳市人民医院(暨南大学第二临床医学院)妇产科B超室 广东深圳518020;[2]广东省深圳市坪山新区人民医院中心实验室 广东深圳518020;[3]广东省深圳市人民医院(暨南大学第二临床医学院)产前诊断中心 广东 深圳 518020;[4]广东省深圳市人民医院(暨南大学第二临床医学院)临床医学研究中心 广东深圳 518020;,医学影像学杂志,Turner综合征;超声诊断;核型;,R722  R445.1,2015,25,11
xdkf201219013,3,"ISTIC,PKU",人脐带间充质干细胞对新生鼠肺纤维化的防治作用,10.3969/j.issn.1673-8225.2012.19.013,涂惠英[1];吴本清[1];陈丽[1];张毅[2];陈子盛[3];,"[1]暨南大学第二临床医学院,深圳市人民医院,新生儿科,广东省深圳市,518020;[2]暨南大学第二临床医学院,深圳市人民医院,临床研究中心,广东省深圳市,518020;[3]暨南大学第二临床医学院,深圳市人民医院,呼吸内科,广东省深圳市,518020;",中国组织工程研究,肺纤维化;人脐带间充质干细胞;慢性肺部疾病;干细胞治疗;干细胞;,R394.2,2012,16,19
zgcsyxzz201209002,2,"ISTIC,PKU",超声辐照纳米聚合物体外控释 DNA 效果的研究,10.3969/j.issn.1002-0101.2012.09.002,张海[1];李莹[2];李富荣[3];许琴[1];,"[1]518020广东省深圳市,深圳市人民医院,暨南大学第二临床医学院超声科;[2]518020广东省深圳市,深圳市人民医院,暨南大学第二临床医学院放射科;[3]518020广东省深圳市,深圳市人民医院,暨南大学第二临床医学院中心实验室;",中国超声医学杂志,"超声;聚乳酸/乙醇酸共聚物(polylactic/poly glycolic acid,PLGA);释放;脱氧核糖核酸;",,2012,28,9
yycyzx201520026,1,"ISTIC,PKU",胰腺囊性肿瘤39例临床分析,,张育森[1];鲍世韵[1];孙枫林[1];刘嘉林[1];马扬[1];刘利平[1];龚静山[2];刘汉勇[3];,"[1]暨南大学第二临床医学院 深圳市人民医院肝胆胰外科,广东深圳,518020;[2]暨南大学第二临床医学院 深圳市人民医院放射科,广东深圳,518020;[3]暨南大学第二临床医学院 深圳市人民医院病理科,广东深圳,518020;",中国医药导报,胰腺囊性肿瘤;诊断;治疗;,R735.9,2015,,20
sxykdxxb201508028,0,"ISTIC,PKU",人乳腺癌裸鼠移植模型建立体会,10.13753/j.issn.1007-6611.2015.08.028,周文斌[1];周冬仙[1];陈亦欣[2];彭树松[3];邙建波[1];,"[1]深圳市人民医院&暨南大学第二临床医学院乳腺甲状腺外科,深圳,518020;[2]深圳市人民医院&暨南大学第二临床医学院肿瘤研究所;[3]深圳市人民医院&暨南大学第二临床医学院病理科;",山西医科大学学报,乳腺肿瘤;动物模型;裸鼠;,R737.9,2015,46,8
yixjy201404046,0,"ISTIC,PKU",临床医学专业研究生对病人安全认识的调查与分析,10.3760/cma.j.issn.1673-677X.2014.04.040,陈志斌[1];谢曼英[2];贺淑媛[3];孙育欣[1];潘福海[1];彭英[2];潘晓华[1];,"[1]暨南大学第二临床医学院/ 广东省深圳市人民医院骨科, 深圳,518020;[2]暨南大学第二临床医学院/ 广东省深圳市人民医院 护理部, 深圳,518020;[3]暨南大学第二临床医学院/ 广东省深圳市人民医院 药学部, 深圳,518020;",中华医学教育杂志,病人安全;认知;临床医学专业;研究生;问卷调查;,,2014,,4
zgddekzz201311005,2,"ISTIC,PKU",先天性肾上腺皮质增生症1例CYP21A2基因突变分析,10.7499/j.issn.1008-8830.2013.11.005,林小梅[1];吴本清[1];黄进洁[1];李博[1];樊怡[1];林琳华[2];姚秋璇[2];吴文苑[3];余涟[3];,"[1]暨南大学附属第二临床医学院深圳市人民医院儿科,广东深圳,518020;[2]暨南大学附属第二临床医学院深圳市人民医院产前诊断中心,广东深圳,518020;[3]暨南大学附属第二临床医学院深圳市人民医院实验室,广东深圳,518020;",中国当代儿科杂志,先天性肾上腺皮质增生;甾体21单氧化酶;点突变;儿童;,,2013,15,11
tjykdxxb201204021,26,"ISTIC,PKU",大规模并行基因组测序技术应用于无创产前诊断染色体非整倍体的研究,10.3870/j.issn.1672-0741.2012.04.021,李玉芝[1];任景慧[1];林琳华[1];姚秋璇[1];袁红[1];郭辉[2];李启运[2];何薇[3];张红云[4];王威[4];,"[1]暨南大学第二临床医学院,深圳市人民医院产前诊断中心,深圳,518020;[2]暨南大学第二临床医学院,深圳市人民医院临床医学研究中心,深圳,518020;[3]广东省妇幼保健院产前诊断中心,广州,510010;[4]深圳华大基因研究院,深圳华大临床检验中心,深圳,518083;",华中科技大学学报（医学版）,唐氏综合征;大规模并行基因组测序技术;染色体;无创产前诊断;,R714.55,2012,41,4
hdlgdxxb201602006,0,"ISTIC,PKU",知柏地黄汤对大鼠膜性肾病大剂量激素治疗中的增效减毒作用,10.14135/j.cnki.1006-3080.2016.02.006,李佑生[1];廖水玉[2];李董平[2];陈玲玲[1];,"[1]暨南大学第二临床医学院,深圳市人民医院,广东深圳518020;[2]暨南大学第二临床医学院,深圳市人民医院,广东深圳518020;暨南大学医学院,广州510632;",华东理工大学学报（自然科学版）,膜性肾病;骨损伤;激素;知柏地黄汤;,R259,2016,42,2
zgblslzz201601020,0,"ISTIC,PKU",小鼠iPSCs诱导分化为胰岛素分泌细胞及治疗糖尿病的实验研究,10.3969/j.issn.1000-4718.2016.01.020,任丽伟[1];魏培[2];杨晓菲[1];杨璐[1];邓春艳[2];齐晖[2];李富荣[2];,"[1]暨南大学第二临床医学院,深圳市人民医院干细胞与细胞治疗重点实验室,广东深圳518020;暨南大学医学院,广东广州510632;[2]暨南大学第二临床医学院,深圳市人民医院干细胞与细胞治疗重点实验室,广东深圳518020;",中国病理生理杂志,诱导多能干细胞;胰岛素分泌细胞;糖尿病;,R363  R587.1,2016,32,1
xdzdyzl201618002,0,"ISTIC,PKU",贝那普利、缬沙坦对大鼠残肾Pax-2+细胞保护作用及其在非血液动力学肾保护作用机制中的意义,,刘军民[1];李勇年[1];李旻[2];张欣洲[3];,"[1]深圳市龙华新区人民医院内三科,广东 深圳,518019;[2]深圳市龙华新区人民医院病理科,广东 深圳,518019;[3]暨南大学第二临床学院/深圳市人民医院肾内科,广东 深圳,518020;",现代诊断与治疗,血管紧张素转化酶抑制剂;血管紧张素1型受体阻断剂;Pax-2+细胞;非血液动力学肾保护作用;,R692.5,2016,27,18
zgjryxyzlx201201010,3,"ISTIC,PKU",胰腺实性假乳头状瘤CT和MRI表现及与组织病理学对照,,龚静山[1];张悦[2];徐坚民[3];鲍世运[2];余小舫[2];,"[1]暨南大学第二临床医学院深圳市人民医院放射科,广东 深圳,518020;[2]暨南大学第二临床医学院深圳市人民医院普外科,广东 深圳,518020;[3]暨南大学第二临床医学院深圳市人民医院放射科,,广东 深圳 518020;",中国介入影像与治疗学,"胰腺肿瘤;体层摄影术,X线计算机;磁共振成像;病理学;",R735.9  R445.2  R814.4,2012,09,1
zyyk201513050,1,"ISTIC,PKU",影响血培养阳性脓毒症临床预后及转归的相关因素,10.3760/cma.j.issn.1674-4756.2015.13.050,王娇[1];刘雪燕[2];方红辉[3];,"[1]暨南大学第二临床医学院深圳市人民医院急诊科, 广东深圳,518020;[2]暨南大学第二临床医学院深圳市人民医院中心 ICU, 广东深圳,518020;[3]暨南大学第二临床医学院深圳市人民医院检验科, 广东深圳,518020;",中国实用医刊,脓毒症;血培养阳性;预后;转归;,,2015,,13
zhhlzz201209010,21,"ISTIC,PKU",透明敷料不同更换频率对新生儿PICC导管相关感染的影响,10.3761/j.issn.0254-1769.2012.09.010,林真珠[1];吴本清[1];刘映辉[1];金丽[1];简增娇[1];李丹莹[1];蒋玉蓉[2];,"[1]518020深圳市,暨南大学第二临床医学院深圳市人民医院新生儿科;[2]518020深圳市,暨南大学第二临床医学院深圳市人民医院爱婴区;",中华护理杂志,"婴儿,新生;导管插入术,外周;感染;",R47,2012,47,9
zgyyzn201336270,5,"ISTIC,PKU",妇科病房无缝隙护理的管理探析,,潘楚云[1];钟时汝[2];朱维[3];麦丽冬[3];,"[1]暨南大学第二临床医学院/深圳市人民医院感染内科,广东深圳,518020;[2]暨南大学第二临床医学院/深圳市人民医院手显微外科,广东深圳,518020;[3]暨南大学第二临床医学院/深圳市人民医院妇科,广东深圳,518020;",中国医药指南,妇科病房;无缝隙护理管理;基础护理;,R473,2013,,36
zlfzyj201506021,0,"ISTIC,PKU",血液及痰液miRNAs检测在肺癌早期筛查和诊断中的价值,10.3971/j.issn.1000-8578.2015.06.021,杨璐[1];余小舫[2];王正[2];李富荣[2];,"[1]518020深圳,暨南大学第二临床医学院(深圳市人民医院)外科;510632广州,暨南大学医学院;[2]暨南大学第二临床医学院(深圳市人民医院)外科,深圳,518020;",肿瘤防治研究,肺癌;早期诊断;微小RNAs;血液;痰液;,R446.9  R734.2,2015,42,6
zhydb201201006,14,"ISTIC,PKU",早产儿视网膜病变激光光凝辅助玻璃体腔注射抗血管内皮生长因子单克隆抗体bevacizumab治疗临床疗效观察,,张国明[1];唐松[1];曾键[1];田汝银[1];郭金莲[1];谭文静[1];钟晖[2];吴本清[3];连朝辉[4];,"[1]518040,暨南大学第二临床学院深圳市眼科医院;[2]深圳市儿童医院;[3]暨南大学第二临床学院深圳市人民医院新生儿科;[4]深圳市妇幼保健院;",中华眼底病杂志,"视网膜病,早产儿/药物疗法;激光凝固术;抗体,单克隆/治疗应用;血管内皮生长因子类;",R774.1  R722.6,2012,28,1
yxzs201620030,0,"ISTIC,PKU",代谢综合征的中医药临床治疗进展,10.3969/j.issn.1006-2084.2016.20.029,李董平(综述)[1];李佑生(审校)[2];,"[1]暨南大学第二临床医学院 深圳市人民医院中医科，广东 深圳518020; 暨南大学医学院，广州510632;[2]暨南大学第二临床医学院 深圳市人民医院中医科,广东 深圳,518020;",医学综述,代谢综合征;中医药;辨证论治;,R589,2016,22,20
shandyy201430011,0,"ISTIC,PKU",腮腺原发淋巴上皮癌病理特点分析,10.3969/j.issn.1002-266X.2014.30.011,刘汉勇[1];王晓玫[1];成志强[1];彭全洲[1];胡锦涛[1];高利昆[1];王艳[2];金红涛[1];,"[1]暨南大学第二临床学院暨深圳市人民医院,深圳,518020;[2]深圳市龙华新区人民医院;",山东医药,腮腺肿瘤;淋巴上皮癌;EB病毒;,R739.87,2014,,30
bjykdxxx201504004,3,"ISTIC,PKU",CMTM5与表皮生长因子受体在前列腺癌中的表达及意义,10.3969/j.issn.1671-167X.2015.04.004,袁也晴[1];张轶庠[2];刘振华[3];秦彩朋[4];盛正祚[5];徐涛[5];王晓峰[5];,"[1]深圳市人民医院,暨南大学第二临床医学院泌尿外科,深圳518020;北京大学人民医院泌尿外科,北京100044;[2]深圳市人民医院,暨南大学第二临床医学院泌尿外科,深圳518020;[3]北京大学人民医院泌尿外科,北京100044;北京积水潭医院泌尿外科,北京100096;[4]北京大学人民医院泌尿外科,北京100044;北京大学国际医院泌尿外科,北京102206;[5]北京大学人民医院泌尿外科,北京,100044;",北京大学学报（医学版）,"前列腺肿瘤;基因,肿瘤抑制;受体,表皮生长因子;CMTM5;",R737.25,2015,47,4
gdyx2016z1066,0,"ISTIC,PKU",胸腔镜引导下胸椎旁阻滞在胸腔镜肺叶切除中的应用,,乔坤[1];彭彬[2];黄代强[3];黄丕来[1];林少霖[2];李涵葳[3];,[1]广东医学院附属深圳市第三人民医院胸外科 518112;[2]暨南大学第二临床学院、广东省深圳市人民医院 胸外科 518020;[3]暨南大学第二临床学院、广东省深圳市人民医院 麻醉科 518020;,广东医学,椎旁阻滞;术后镇痛;胸腔镜;肺叶切除术;,,2016,37,z1
zgsyxyxzz201602043,0,"ISTIC,PKU",中国深圳地区孕妇毛细管血红蛋白电泳筛查地中海贫血截断值的探讨,10.7534/j.issn.1009-2137.2016.02.043,霍梅[1];吴文苑[1];刘妹[2];甘志彪[1];毛维玉[1];林荣耀[1];刘艾芹[1];何桂蓉[1];,"[1]暨南大学第二临床学院深圳市人民医院检验科,广东深圳,518020;[2]暨南大学第二临床学院深圳市人民医院妇科,广东深圳,518020;",中国实验血液学杂志,毛细管血红蛋白电泳;地中海贫血;截断值;,R556.61,2016,24,2
yycyzx201325019,6,"ISTIC,PKU",深圳市孕妇孕期体重管理模式探讨,10.3969/j.issn.1673-7210.2013.25.019,钟利若[1];夏正杰[2];张立军[3];韩志萍[1];王倩[1];魏晓萍[1];,"[1]暨南大学第二临床学院广东省深圳市人民医院产科,广东深圳,518020;[2]广东省深圳市第二人民医院内分泌科,广东深圳,518020;[3]暨南大学第二临床学院广东省深圳市人民医院检验科,广东深圳,518020;",中国医药导报,妊娠;体重增长;出生体重;,R714,2013,10,25
zhcs201208018,13,"ISTIC,PKU",小剂量肝素和低分子肝素治疗创伤性弥漫性血管内凝血的临床研究,10.3760/cma.j.issn.1001-8050.2012.08.018,温隽珉[1];陈怀生[1];孙育欣[2];潘晓华[2];,"[1]暨南大学第二临床医学院深圳市人民医院重症医学科, 广州,518020;[2]暨南大学第二临床医学院深圳市人民医院骨科, 广州,518020;",中华创伤杂志,"弥漫性血管内凝血;肝素,低分子量;病死率;",R554.8,2012,28,8
syqkyx201512054,2,"ISTIC,PKU",护理督导在新上岗护士临床技能培训中的作用,,彭英[1];杨吉乡[2];甘美连[1];,"[1]暨南大学第二临床学院深圳市人民医院中医科,广东省深圳市,518020;[2]暨南大学第二临床学院深圳市人民医院急诊科,广东省深圳市,518020;",中华全科医学,护理督导;新上岗护士;操作技能;培训;,R192.6  R472,2015,13,12
jcyxylc201503020,1,"ISTIC,PKU",组蛋白去乙酰化抑制剂largazole在抗hUCMSCs衰老中的作用,,韩保卫[1];王云帅[2];闫红杰[3];,"[1]郑州大学附属洛阳中心医院普外科,河南洛阳,471000;[2]郑州大学附属洛阳中心医院普外科,河南洛阳471000;暨南大学附属第二临床学院普外科,广东深圳518001;[3]暨南大学附属第二临床学院普外科,广东深圳,518001;",基础医学与临床,干细胞;增殖;生物学特性;,R34,2015,35,3
zhsjyxzz201509017,3,"ISTIC,PKU",三种神经阻滞方法在老年人腹股沟无张力疝修补术中应用的比较,10.3760/cma.j.issn.1671-8925.2015.09.017,李盈[1];宿颖岚[1];袁谦[2];张秋丽[1];张耀贤[1];周月辉[1];王琦[1];张中军[1];,"[1]518020 深圳,暨南大学第二临床医学院,深圳市人民医院麻醉科;[2]518020 深圳,暨南大学第二临床医学院,深圳市人民医院泌尿外科;",中华神经医学杂志,髂腹下-髂腹股沟神经;神经阻滞;罗哌卡因;腹股沟无张力疝;,R614.4,2015,14,9
zhmnwk201601016,2,"ISTIC,PKU",医源性输精管损伤致梗阻性无精子症的诊断和外科治疗,10.3760/cma.j.issn.1000-6702.2016.01.015,江洪涛[1];刘增钦[1];郭吉楠[1];袁谦[1];周振宇[1];刘瑜[2];杨江根[1];肖克峰[1];,"[1]暨南大学第二临床医学院深圳市人民医院泌尿外科,深圳,518020;[2]暨南大学第二临床医学院深圳市人民医院生殖医学实验室,深圳,518020;",中华泌尿外科杂志,"男性不育,无精子症;医源性损伤;腹腔镜;显微手术;",,2016,37,1
